borrower_id,cluster_id,annual_revenue,dti_ratio,dscr,dpd_last_6m,repayment_consistency,default
7842,0,34.05,0.68,1.95,2,0.95,0
7843,1,65.82,0.37,1.03,9,1,1
7844,0,57.2,0.46,1.71,0,0.75,0
7845,0,41.12,0.33,0.78,1,0.28,0
7846,1,80.41,0.34,1.76,0,0.62,1
7847,2,79.03,0.31,0.54,6,0.67,0
7848,1,32.25,0.17,1.14,3,0.83,0
7849,3,69.86,0.31,1.57,9,1,0
7850,2,23.06,0.31,1.38,0,0.47,1
7851,3,57.78,0.84,1.83,10,0.72,1
7852,0,57.47,0.63,1.6,0,0.77,0
7853,3,50,0.36,1.22,10,0.67,0
7854,0,41.95,0.41,1.39,0,0.63,0
7855,0,51.65,0.51,1.87,7,0.54,0
7856,2,49.51,0.45,0.76,4,0.45,1
7857,0,5,0.32,2.13,0,0.83,0
7858,2,91.48,0.61,0.3,0,0.64,0
7859,0,68.75,0.36,2.18,5,0.68,1
7860,2,36.13,0.58,1.54,0,0.6,0
7861,3,78.38,0.69,1.81,16,0.53,0
7862,0,34.31,0.51,1.23,6,0.49,0
7863,0,5,0.38,1.45,8,0.65,0
7864,3,60.1,0.63,1.42,10,0.7,0
7865,3,5,0.67,2.58,16,0.98,0
7866,1,9.84,0.78,1.23,4,0.61,0
7867,0,17.37,0.76,1.87,0,0.85,1
7868,1,52.82,0.36,0.41,7,0.94,1
7869,1,54.95,0.1,0.76,8,0.77,1
7870,0,81.68,0.41,2.52,0,0.84,0
7871,1,13.03,0.32,1.59,0,0.85,1
7872,2,28,0.52,2.08,0,0.63,0
7873,1,88.49,0.42,1.06,1,0.75,0
7874,2,65.65,0.15,0.8,1,0.71,1
7875,1,59.24,0.68,1.02,0,0.84,0
7876,0,48.87,0.32,1.35,0,1,0
7877,3,62.02,0.45,0.62,12,1,0
7878,1,50.89,0.71,1.29,0,0.73,1
7879,0,52.97,0.38,0.55,0,0.44,1
7880,0,63.76,0.37,1.03,5,0.64,1
7881,3,22.65,0.61,0.97,24,0.68,1
7882,0,55.64,0.6,1.43,0,1,0
7883,1,5,0.13,2.14,10,0.44,0
7884,2,50.14,0.52,1.88,0,0.74,1
7885,0,34.94,0.54,1.79,6,0.92,0
7886,3,74.46,0.2,1.29,12,0.57,1
7887,0,8.09,0.71,1.51,9,0.79,0
7888,1,55.82,0.59,1.04,9,0.55,0
7889,0,68.53,0.72,1.82,11,0.82,1
7890,1,72.32,0.63,1.75,3,1,1
7891,2,30.44,0.42,0.55,5,0.78,0
7892,1,39.35,0.46,1.22,5,0.62,1
7893,1,62.47,0.29,0.79,5,0.73,1
7894,1,15.38,0.55,1.3,0,0.58,1
7895,0,36.57,0.11,0.89,0,0.71,0
7896,1,23.88,0.45,2.74,0,1,0
7897,0,5,0.22,1.76,10,0.68,0
7898,0,93.98,0.66,1.82,3,0.9,0
7899,3,50.78,0.05,1.14,8,0.61,0
7900,0,18.55,0.25,1.25,4,0.83,0
7901,0,5,0.36,2.3,3,0.77,0
7902,0,59.61,0.38,1.78,8,0.69,0
7903,3,5,0.52,2.44,13,0.51,0
7904,0,29.92,0.39,1.45,0,0.62,0
7905,2,48.57,0.31,1.22,0,0.57,0
7906,1,12.73,0.54,2.19,0,0.32,1
7907,2,99.58,0.6,2.54,0,0.7,0
7908,1,19.22,0.79,1.42,0,1,0
7909,0,12.75,0.35,1.25,8,0.61,1
7910,1,56.82,0.42,2.59,1,0.77,0
7911,0,39.32,0.5,1.82,0,0.94,0
7912,1,107.91,0.25,0.84,2,0.37,1
7913,0,92.26,0.24,0.98,5,0.66,0
7914,2,95.03,0.58,0.3,0,0.83,1
7915,2,66.49,0.66,0.3,0,0.56,1
7916,2,70.14,0.42,2.38,0,1,0
7917,1,38.84,0.55,1.49,0,0.77,0
7918,1,70.29,0.38,2.46,1,0.86,1
7919,0,30.22,0.6,1.42,7,0.74,0
7920,3,46.08,0.36,1.39,12,0.68,1
7921,0,8.3,0.75,1.77,0,0.62,0
7922,1,36.81,0.54,1.57,2,0.73,0
7923,3,66.78,0.27,1.25,27,0.83,0
7924,0,82.79,0.37,1.8,5,0.32,1
7925,2,63.53,0.4,1.59,0,0.42,1
7926,2,91.21,0.4,1.97,3,0.67,0
7927,3,7.45,0.5,2.06,17,0.79,0
7928,1,65.74,0.41,1.24,5,0.75,0
7929,3,23.63,0.15,1.99,20,0.82,0
7930,3,62.58,0.44,1.34,15,0.59,0
7931,1,25.6,0.31,1.61,0,0.69,1
7932,3,32.91,0.49,1.26,14,0.78,0
7933,1,75.63,0.49,0.54,9,0.69,1
7934,1,57.31,0.19,1.57,10,1,0
7935,1,24.95,0.14,1.05,0,0.61,0
7936,1,5,0.43,1.48,6,0.79,1
7937,1,23.67,0.47,1.63,0,0.96,0
7938,3,47.88,0.34,0.31,10,0.91,1
7939,0,13.61,0.51,2.57,0,0.81,1
7940,2,57.39,0.53,1.67,0,0.69,0
7941,0,17.08,0.58,1.59,4,0.77,0
7942,1,44.23,0.26,1.42,0,1,0
7943,2,59.79,0.6,1.67,0,0.6,0
7944,2,35.44,0.3,1.09,8,0.66,0
7945,2,81.83,0.29,1.99,0,0.73,0
7946,0,61.06,0.59,1.55,9,0.89,0
7947,0,22.16,0.45,1.33,8,0.72,0
7948,0,16.06,0.37,1.15,0,0.74,0
7949,2,96.59,0.17,0.76,0,0.64,1
7950,0,82.97,0.61,1.88,0,0.75,0
7951,2,39.32,0.22,1.47,1,1,0
7952,0,58.68,0.05,1.51,0,1,0
7953,2,41.37,0.28,0.89,0,0.58,0
7954,0,69.55,0.57,1.21,0,0.45,0
7955,2,54.93,0.4,2.01,6,0.3,0
7956,1,5,0.36,1.87,7,0.98,0
7957,2,84.28,0.22,1.18,2,1,1
7958,3,90.52,0.45,1.28,20,0.41,0
7959,1,35.76,0.45,2.01,0,0.71,1
7960,1,59.32,0.14,1.15,0,0.8,1
7961,0,82.55,0.06,2.1,0,0.72,0
7962,2,151.92,0.69,1.13,2,0.94,0
7963,0,65.8,0.85,1.17,0,0.89,1
7964,2,60.49,0.63,1.87,4,0.5,0
7965,0,75.83,0.46,2.35,1,0.93,0
7966,1,78.77,0.34,1.76,5,0.8,0
7967,3,65.95,0.43,1.53,15,0.76,0
7968,1,11.33,0.58,1.44,0,0.71,0
7969,0,55.31,0.52,2.13,0,0.85,0
7970,1,58.83,0.92,1.39,0,0.83,0
7971,1,5.94,0.59,1.26,3,0.57,0
7972,0,69.08,0.58,1.01,0,0.9,0
7973,3,16.11,0.61,1.64,12,0.63,0
7974,0,89.59,0.52,0.96,0,1,1
7975,3,26,0.41,1.35,23,0.49,1
7976,0,78.32,0.37,1.53,4,0.82,0
7977,1,29.45,0.52,1.1,0,0.72,0
7978,3,87.87,0.65,0.5,25,0.6,1
7979,2,91.55,0.5,1.53,6,0.7,0
7980,3,66.94,0.26,1.2,23,0.75,0
7981,0,31.1,0.28,1.85,0,0.91,0
7982,3,62.64,0.5,1.23,12,0.78,0
7983,1,28.13,0.51,1.63,0,1,1
7984,2,15.82,0.21,0.97,11,0.74,1
7985,0,34.59,0.16,1.71,8,0.83,1
7986,1,48.46,0.36,0.98,0,0.53,1
7987,1,30.9,0.28,1.6,4,0.56,0
7988,2,42.1,0.51,1.47,0,0.97,0
7989,1,33.27,0.56,0.54,0,1,0
7990,0,50.42,0.49,2.5,7,0.96,0
7991,1,43.18,0.44,2.65,0,0.86,0
7992,1,5,0.39,1.62,9,0.75,0
7993,0,48.9,0.55,1.53,0,0.62,0
7994,1,26.06,0.24,2.72,0,0.79,0
7995,1,22.85,0.88,1.61,2,0.68,1
7996,0,22.64,0.2,1.7,0,0.86,0
7997,2,55.24,0.5,0.39,3,0.99,0
7998,2,62.03,0.69,1.4,0,0.62,1
7999,2,53.85,0.22,2.07,2,0.82,0
8000,0,71.85,0.47,0.75,8,1,1
8001,0,50.02,0.89,1.29,0,0.61,1
8002,0,53.94,0.32,1.22,0,0.92,0
8003,2,24.37,0.36,0.77,0,0.69,0
8004,1,64.82,0.5,1.9,14,0.78,0
8005,3,45.67,0.25,1.74,18,0.75,0
8006,1,68.78,0.57,1.82,4,0.84,0
8007,0,47.1,0.2,2.14,0,0.95,0
8008,0,50.09,0.63,1.41,0,0.96,0
8009,1,26.32,0.23,1.59,1,0.73,0
8010,3,45.23,0.51,1.2,13,0.86,0
8011,0,111,0.59,1.72,2,0.95,0
8012,1,5,0.35,0.9,0,0.94,0
8013,2,36.36,0.46,1.84,5,0.73,0
8014,3,73.49,0.57,2.18,18,0.56,1
8015,2,28.55,0.23,1.91,0,0.81,0
8016,3,53.31,0.34,1.46,20,0.67,0
8017,2,47.02,0.17,0.81,0,0.93,1
8018,0,75.51,0.58,2.08,8,0.65,0
8019,2,42.66,0.38,1.07,0,0.84,0
8020,1,5,0.56,1.73,0,0.81,0
8021,1,100.68,0.77,1.98,6,0.5,0
8022,0,46.15,0.22,1.07,0,0.74,1
8023,0,54.76,0.27,1.82,0,0.57,0
8024,0,36.39,0.28,1.17,0,0.76,0
8025,1,54.99,0.68,0.3,0,0.32,1
8026,0,79.48,0.4,2.22,0,0.83,0
8027,1,45.65,0.65,2.35,0,1,1
8028,0,26.63,0.98,1.46,4,0.81,1
8029,0,10.84,0.17,1.04,0,1,0
8030,0,85.24,0.32,1.38,0,0.86,0
8031,3,36.77,0.63,1.38,15,0.83,0
8032,3,66.57,0.35,1.1,18,0.76,1
8033,2,70.77,0.19,2.08,0,0.67,0
8034,2,43.24,0.23,1.27,5,0.38,1
8035,3,47.64,0.28,1.61,11,0.8,1
8036,0,50.35,0.12,0.69,7,0.74,1
8037,1,74.18,0.34,0.83,7,0.62,1
8038,2,25.57,0.6,1.62,4,0.9,0
8039,2,43.9,0.23,1.69,0,0.82,1
8040,0,58.79,0.53,1,0,0.69,1
8041,2,59.4,0.35,1.03,10,0.57,1
8042,1,68.64,0.58,1,0,0.74,0
8043,2,10.11,0.12,1.81,4,0.73,0
8044,0,40.2,0.38,0.84,0,0.56,0
8045,3,62.24,0.62,1.57,20,0.4,1
8046,1,10.98,0.69,1.46,0,0.88,1
8047,2,102.7,0.49,0.66,0,0.6,0
8048,3,5,0.4,1.32,16,0.96,1
8049,2,15.93,0.46,1.8,3,0.73,0
8050,2,28.58,0.44,0.3,0,0.75,1
8051,3,25.2,0.65,1.7,22,0.66,0
8052,3,65.04,0.3,1.06,9,0.74,1
8053,2,52.56,0.17,1.95,0,0.63,0
8054,1,23.32,0.54,1.87,0,1,1
8055,3,112.24,0.44,0.88,11,0.64,0
8056,2,72.51,0.4,1.1,0,0.69,0
8057,3,57.8,0.81,1.1,10,0.83,0
8058,2,71.59,0.27,1.63,0,0.67,0
8059,1,61.97,0.06,2.03,2,0.55,1
8060,2,55.86,0.55,0.42,4,0.94,0
8061,1,65.13,0.3,0.33,0,0.46,1
8062,2,48.8,0.44,2.17,11,0.56,0
8063,0,70.13,0.81,2.38,5,0.92,0
8064,3,52.39,0.05,1.71,9,0.83,0
8065,1,41.68,0.3,1.1,2,1,1
8066,1,98.95,0.65,0.69,0,0.66,1
8067,2,52.5,0.71,1.02,4,0.64,0
8068,1,42.59,0.3,1.59,0,0.55,0
8069,2,24.24,0.46,1.29,6,0.77,0
8070,2,20.05,0.52,1.36,1,0.77,0
8071,1,51.3,0.51,1.19,0,0.8,1
8072,1,39.14,0.29,0.73,8,0.75,1
8073,2,27.79,0.43,1.83,3,0.99,0
8074,2,88.81,0.32,1.05,0,0.9,0
8075,3,81.25,0.54,0.55,11,1,0
8076,2,20.12,0.18,0.98,4,0.76,0
8077,2,39.7,0.31,1.48,5,1,0
8078,3,5,0.25,1.66,22,0.9,1
8079,3,35.24,0.49,1.76,11,0.78,0
8080,1,29.61,0.56,1.6,0,0.9,0
8081,3,45.18,0.49,1.65,12,0.74,0
8082,0,23.41,0.75,0.48,7,0.56,1
8083,2,5,0.42,0.59,0,0.84,1
8084,2,33.47,0.26,1.07,1,0.83,1
8085,1,87.77,0.31,1.24,0,0.54,0
8086,0,30.94,0.28,1.54,0,0.87,0
8087,2,108.18,0.39,1.27,0,0.89,0
8088,2,24.87,0.15,1.63,5,0.99,0
8089,0,52.39,0.47,1.95,8,0.74,0
8090,1,59.69,0.52,1.34,0,0.66,0
8091,0,18.74,0.49,0.8,7,1,1
8092,1,5,0.72,1.06,0,0.91,1
8093,0,82.58,0.81,1.86,7,0.52,1
8094,0,82.84,0.43,1.29,0,0.8,0
8095,0,91.79,0.67,1.9,1,0.74,0
8096,1,25.44,0.17,1.32,0,0.68,1
8097,2,61.07,0.8,1.33,0,0.75,0
8098,3,51.17,0.48,0.93,13,0.95,1
8099,0,47.04,0.53,1.62,1,0.56,0
8100,3,38.49,0.28,1.37,12,1,0
8101,2,73.26,0.6,0.92,0,0.71,0
8102,0,128.88,0.5,1.39,6,0.95,0
8103,2,58.3,0.65,2.06,0,0.6,1
8104,2,55.35,0.38,1.2,8,0.85,0
8105,2,30.32,0.4,1.32,6,0.52,0
8106,3,70.19,0.38,1.05,13,0.74,0
8107,1,5,0.68,1.94,0,0.79,0
8108,1,40.03,0.14,1.42,0,1,1
8109,1,60.93,0.64,1.3,0,0.64,0
8110,1,57.37,0.67,0.97,3,0.59,1
8111,2,47.12,0.79,2.44,2,1,1
8112,1,5,0.58,1.48,3,0.84,1
8113,2,94.89,0.27,1.25,2,0.78,0
8114,2,56.89,0.59,1.12,2,0.75,0
8115,3,49.31,0.81,0.6,11,0.87,1
8116,2,87.76,0.5,1.39,2,0.73,1
8117,2,86.27,0.38,2.14,0,0.62,0
8118,1,43.56,0.86,1.35,5,0.62,0
8119,0,42.23,0.14,2.12,4,0.82,0
8120,1,64.19,0.36,1.01,9,0.92,0
8121,3,87.04,0.76,1.51,10,0.84,1
8122,2,79.58,0.23,2.18,0,0.74,0
8123,2,21.02,0.72,1.83,0,0.95,0
8124,0,17.4,0.07,1.07,8,0.53,0
8125,2,24.09,0.61,2.05,0,0.64,0
8126,1,66.45,0.63,0.52,8,0.64,1
8127,2,38.47,0.21,2.57,4,0.66,1
8128,1,64.91,0.45,1.33,5,0.77,0
8129,2,11.1,0.17,1.2,4,0.4,0
8130,1,25.19,0.24,1.88,15,0.73,0
8131,2,64.74,0.45,1.56,9,0.75,0
8132,1,5,0.82,1.31,2,0.9,1
8133,3,103.4,0.71,1.37,15,1,1
8134,3,83.32,0.18,1.04,11,0.53,1
8135,0,91.55,0.6,1.81,0,1,0
8136,1,73.06,0.19,1.06,8,0.5,0
8137,1,5,0.73,1.16,5,0.62,1
8138,2,83.72,0.21,0.96,8,0.79,0
8139,2,71.82,0.66,1.45,1,0.72,0
8140,0,39.93,0.36,0.68,0,0.83,1
8141,0,36.45,0.05,0.93,3,0.86,0
8142,2,73.44,0.43,2.28,0,0.99,0
8143,1,5,0.34,1.43,0,0.92,1
8144,2,77.57,0.6,1.72,2,0.33,0
8145,3,30.67,0.27,2.4,14,0.84,0
8146,0,54.93,0.69,0.88,0,0.69,1
8147,3,56,0.87,1.12,10,0.73,0
8148,3,9.41,0.27,1.78,18,0.81,0
8149,2,5,0.36,1.28,4,0.86,0
8150,1,57.49,0.87,1.67,6,0.6,0
8151,3,48.47,0.54,2.1,11,1,1
8152,3,58.4,0.33,1.83,15,0.97,1
8153,1,19.57,0.51,1.52,9,0.74,0
8154,0,76.28,0.34,1.79,0,0.89,0
8155,0,86.37,0.41,1.47,0,0.82,1
8156,0,41.71,0.42,1.54,0,0.56,0
8157,3,15.33,0.49,1.72,10,0.57,0
8158,2,33.03,0.59,1.73,0,0.75,1
8159,2,58.74,0.7,1.85,3,0.5,0
8160,2,63.43,0.53,1.52,2,0.66,0
8161,1,108.55,0.33,0.84,0,0.64,1
8162,1,74.7,0.73,1.08,1,1,0
8163,3,42.42,0.68,1.45,11,0.7,1
8164,0,65.95,0.28,0.77,3,0.65,1
8165,0,59.9,0.5,1.47,3,0.61,0
8166,2,51.46,0.44,1.78,0,1,0
8167,0,99.89,0.37,2.11,0,0.62,0
8168,1,31.19,0.53,1.51,3,1,0
8169,2,68.02,0.83,1.95,0,0.65,0
8170,1,67.47,0.47,1.44,16,0.92,1
8171,1,104.52,0.26,0.75,0,0.73,0
8172,2,5,0.35,1.59,0,0.86,0
8173,0,86.47,0.24,1.07,3,0.82,0
8174,0,16.75,0.42,0.78,0,0.73,1
8175,2,5,0.61,1.44,7,0.85,0
8176,1,21.54,0.26,1.56,9,0.76,1
8177,2,5.62,0.19,0.3,8,0.53,1
8178,1,85.59,0.05,1.26,7,0.65,1
8179,2,98.45,0.17,1.22,10,0.58,0
8180,1,28.86,0.75,1.75,0,0.52,0
8181,0,43.74,0.77,0.84,2,1,0
8182,0,83.92,0.38,1.36,6,0.89,0
8183,3,100.13,0.7,1.86,8,0.58,0
8184,0,54.52,0.47,1.25,0,0.99,0
8185,2,36.84,0.36,2.34,4,0.73,0
8186,3,7.41,0.86,1.03,12,0.84,0
8187,2,14.05,0.42,1.38,0,1,1
8188,2,98.86,0.61,1.13,0,0.93,0
8189,1,14.37,0.39,1.45,9,0.89,0
8190,1,61.75,0.09,1.26,4,0.97,0
8191,2,42.75,0.43,1.69,0,0.8,0
8192,0,39.65,0.47,1.55,0,0.77,0
8193,0,5,0.22,0.66,8,0.87,0
8194,0,43.34,0.43,1.44,2,0.82,1
8195,1,98.97,0.31,1.52,0,0.62,0
8196,2,49.65,0.7,1.91,5,0.73,0
8197,2,66.99,0.31,1.29,0,0.66,0
8198,1,5.9,0.39,1.76,0,0.65,0
8199,1,46.62,0.38,1.31,0,0.68,0
8200,2,44.44,0.42,2.78,5,0.71,0
8201,0,46.34,0.19,1.63,3,0.68,0
8202,1,62.92,0.44,1.41,0,0.92,0
8203,2,57.33,0.76,2.12,0,0.77,0
8204,0,20.47,0.44,1.57,10,0.57,0
8205,1,28.08,0.68,1.05,0,0.73,1
8206,2,50.02,0.07,1.12,11,0.61,0
8207,0,113.64,0.05,2.18,0,1,0
8208,3,27.46,0.67,1,15,0.94,0
8209,0,36.07,0.44,1.7,0,0.8,0
8210,2,40.08,0.49,0.79,10,0.72,0
8211,1,59.94,0.44,0.88,0,0.82,1
8212,0,78.9,0.6,1.37,0,0.98,0
8213,2,61.64,0.25,0.56,10,0.88,0
8214,2,18.91,0.49,1.12,9,1,1
8215,0,68.87,0.57,2.32,4,0.69,0
8216,3,95.52,0.32,1.69,20,0.65,0
8217,0,51.31,0.34,1.47,1,0.51,0
8218,1,42.17,0.19,1.6,10,0.71,1
8219,2,102.54,0.26,1.5,2,0.69,0
8220,2,10.66,0.05,0.97,2,0.54,0
8221,3,54,0.59,1.26,11,0.54,0
8222,2,60.52,0.05,2.2,0,0.6,0
8223,2,58.84,0.14,0.63,0,0.5,0
8224,2,69.25,0.48,2.25,7,0.74,1
8225,1,14.72,0.38,1.19,0,0.41,1
8226,2,41.96,0.38,1.12,7,0.75,0
8227,1,38.57,0.56,2.3,0,0.89,0
8228,0,16.44,0.35,1.45,6,0.58,0
8229,2,6.6,0.47,2.54,6,0.92,0
8230,3,87.97,0.49,2.22,11,0.47,0
8231,3,54.86,0.47,0.71,18,0.67,1
8232,2,21.75,0.35,1.2,9,1,1
8233,2,21.85,0.47,0.87,0,0.41,0
8234,1,48.94,0.75,1.16,0,0.69,0
8235,3,77.31,0.45,1.98,16,1,0
8236,0,23.55,0.28,2.05,0,0.87,0
8237,1,66.73,0.65,1.1,0,1,0
8238,0,93.39,0.84,1.56,2,0.76,0
8239,3,66.31,0.26,2.1,15,0.88,0
8240,0,25.84,0.63,0.98,0,0.62,0
8241,0,46.69,0.24,1.72,9,0.89,0
8242,1,40.99,0.7,1.96,5,0.88,0
8243,3,35.75,0.43,2.18,21,0.84,0
8244,2,49.35,0.82,1.39,0,0.94,0
8245,2,34.47,0.45,0.43,0,0.6,0
8246,2,21.83,0.75,1.69,0,0.89,0
8247,0,63.89,0.34,2.04,0,0.85,0
8248,0,78.25,0.16,1.38,8,1,1
8249,0,80.96,0.47,1.53,6,0.58,0
8250,1,19.31,0.76,0.69,3,0.72,0
8251,2,80.25,0.42,2.01,5,0.63,0
8252,2,97.79,0.85,2.3,0,0.28,0
8253,3,18.53,0.5,0.83,10,0.92,1
8254,0,23.19,0.94,1.22,0,0.59,1
8255,2,12.25,0.43,1.25,0,0.97,0
8256,3,17.06,0.65,0.56,13,0.87,1
8257,3,92.88,0.65,1.73,19,0.99,0
8258,0,22.87,0.39,0.97,6,0.83,1
8259,1,71.46,0.61,0.97,0,0.65,1
8260,1,5,0.45,1.08,3,0.67,1
8261,2,9.12,0.7,0.79,0,0.84,0
8262,2,26.05,0.53,1.08,0,0.5,0
8263,1,67.45,0.27,1.87,0,0.93,1
8264,1,44.06,0.43,1.72,0,0.95,0
8265,0,47.93,0.35,2.3,4,0.91,0
8266,1,26.38,0.38,0.95,8,0.87,0
8267,1,33.6,0.3,1.11,0,0.8,0
8268,1,15.66,0.23,0.86,16,0.76,1
8269,1,70.58,0.36,1.19,13,0.44,1
8270,0,60.41,0.77,1.15,0,0.9,1
8271,2,40.95,0.33,2.48,12,0.53,0
8272,1,39.98,0.65,1.2,6,0.58,0
8273,3,58.13,0.7,1.45,12,0.96,0
8274,3,78.49,0.47,0.82,14,0.7,0
8275,3,30.79,0.71,1.26,20,0.97,0
8276,1,70.25,0.18,1.39,3,0.84,1
8277,2,30.83,0.18,1.51,0,0.64,0
8278,3,43.07,0.71,1.91,21,0.58,0
8279,3,44.12,0.49,1.7,15,0.82,0
8280,2,83.45,0.79,0.65,3,0.53,1
8281,1,35.45,0.11,1.47,6,0.82,0
8282,1,5,0.74,1.6,11,0.64,1
8283,0,20.97,0.5,0.3,2,0.67,1
8284,3,108.34,0.34,1.83,9,0.84,0
8285,1,5,0.67,2.23,0,0.63,1
8286,3,5,0.13,0.35,11,0.92,0
8287,1,74.27,0.19,1.41,11,0.71,1
8288,2,70.7,0.57,1.54,6,0.58,0
8289,0,39.01,0.05,1.86,7,0.57,0
8290,2,65.84,0.51,2.11,0,0.3,1
8291,2,36.79,0.76,1.38,0,0.67,0
8292,2,20.8,0.57,1.93,4,1,0
8293,0,101,0.42,1.13,7,0.68,0
8294,1,29.9,0.46,1.07,12,0.76,1
8295,3,9.53,0.18,0.84,10,1,0
8296,3,5,0.13,1.14,23,0.7,0
8297,0,89.31,0.44,1.13,4,0.9,0
8298,3,55.16,0.18,2.01,15,0.89,0
8299,3,75.19,0.27,1.4,16,0.9,1
8300,3,105.79,0.19,0.3,11,0.66,0
8301,0,34.73,0.68,1.06,0,0.89,0
8302,2,113.61,0.5,1.21,3,0.9,0
8303,1,46.36,0.71,1.7,0,0.46,0
8304,0,52.22,0.05,2.17,0,0.56,0
8305,2,91.93,0.38,2.41,0,0.47,0
8306,2,51.23,0.72,1.63,8,0.68,0
8307,2,75.1,0.76,1.12,0,1,0
8308,2,35.57,0.23,0.71,0,0.58,1
8309,3,61.99,0.37,1.41,14,0.74,0
8310,0,92.03,0.32,1.92,3,0.76,0
8311,1,68.01,0.34,1.47,4,0.77,0
8312,0,37.64,0.57,1.96,0,0.36,0
8313,2,52.4,0.15,2.08,0,0.93,1
8314,0,37.82,0.64,2.31,2,0.95,0
8315,2,47.66,0.08,1.77,0,0.81,0
8316,0,95.21,0.47,2.17,0,0.89,0
8317,2,53.99,0.81,1.91,0,0.54,0
8318,1,75.77,0.54,0.51,8,0.75,0
8319,1,65.04,0.61,2.24,11,0.91,1
8320,3,89,0.21,1.56,15,0.51,0
8321,1,18.64,0.47,2.31,7,0.9,0
8322,0,56.22,0.34,1.85,9,0.63,0
8323,3,105.7,0.52,0.8,13,0.88,1
8324,1,30.31,0.26,1.48,4,0.6,1
8325,2,115.66,0.72,1.25,1,0.43,1
8326,0,24.62,0.51,1.93,0,0.94,0
8327,2,41.79,0.55,1.71,5,0.53,1
8328,0,74.23,0.54,1.51,6,0.65,0
8329,3,54.57,0.48,1.77,19,0.7,0
8330,1,5,0.59,0.77,0,0.59,1
8331,0,62.28,0.12,1.12,0,0.86,0
8332,3,54.06,0.72,1.36,13,1,0
8333,3,33.76,0.66,0.34,12,0.55,1
8334,0,42.44,0.3,1.23,3,0.83,0
8335,0,5,0.29,1.5,0,0.81,0
8336,2,33.54,0.36,1.24,0,0.71,0
8337,0,71.88,0.5,1.15,4,0.89,1
8338,0,55.18,0.13,1.43,0,0.75,0
8339,3,80.35,0.29,1.59,15,0.96,1
8340,2,105.76,0.2,1.5,0,0.56,0
8341,2,25.27,0.8,2.03,5,0.88,0
8342,1,23.31,0.59,1.51,0,1,0
8343,3,78.52,0.42,0.3,13,1,1
8344,2,45.34,0.31,2.43,0,0.7,0
8345,3,44.54,0.26,1.69,11,0.67,0
8346,1,131.13,0.69,1.09,0,0.54,0
8347,2,87.46,0.3,0.72,0,0.4,0
8348,3,54.77,0.69,1.42,16,0.52,0
8349,1,65.37,0.05,0.77,8,0.71,1
8350,1,56.4,0.62,0.3,0,0.72,1
8351,1,10.58,0.58,1.42,0,0.88,0
8352,3,60.6,0.45,1.22,13,0.9,1
8353,3,45.83,0.55,1.2,9,0.56,0
8354,0,30.36,0.31,1.46,0,0.91,0
8355,2,38.58,0.65,1.96,0,0.64,1
8356,3,12.5,0.74,1.04,15,0.77,1
8357,2,5,0.28,1.39,2,0.85,0
8358,1,29.21,0.68,0.82,3,0.88,1
8359,0,24.89,0.47,1.23,0,0.51,0
8360,3,107.65,0.14,0.65,11,0.3,0
8361,3,92.12,0.65,2.32,13,0.85,0
8362,2,36.36,0.32,0.68,0,0.8,0
8363,3,65.89,0.47,1.28,16,0.88,0
8364,1,49.81,0.64,0.38,0,1,1
8365,2,34.05,0.67,0.38,0,0.67,0
8366,1,21.81,0.18,1.2,6,0.62,0
8367,2,40.44,0.46,1.74,3,0.91,1
8368,3,35.51,0.22,0.87,9,0.55,0
8369,2,45.34,0.29,0.71,0,0.94,1
8370,2,111.63,0.63,1.77,0,0.73,0
8371,2,47.21,0.77,1.73,0,0.53,0
8372,2,12.68,0.22,1.15,0,0.77,0
8373,0,43.95,0.18,1.83,8,0.7,0
8374,0,84.94,0.28,1.79,5,0.8,0
8375,2,111.17,0.32,0.45,0,0.64,1
8376,0,9.41,0.29,1.18,0,0.66,0
8377,2,51.3,0.73,2.69,7,0.69,0
8378,0,60.79,0.66,1.37,0,0.44,0
8379,2,80.18,0.89,1.24,0,0.62,0
8380,2,44.78,0.43,2.28,2,0.78,0
8381,1,50.25,0.6,1.5,0,0.71,0
8382,1,37.43,0.22,2.36,2,0.91,0
8383,1,10.89,0.34,0.68,5,0.57,1
8384,2,78.34,0.32,2.6,0,0.36,1
8385,2,21.49,0.52,1.97,4,0.6,0
8386,0,5,0.48,0.42,0,0.54,1
8387,1,35.97,0.05,0.89,0,1,0
8388,0,5,0.59,1.78,0,0.79,0
8389,3,37.88,0.55,0.66,10,0.62,0
8390,1,36.21,0.65,1.52,9,0.89,1
8391,0,47.25,0.39,1.8,1,0.43,0
8392,3,35.67,0.52,2.42,13,0.64,0
8393,1,51.67,0.55,1.83,10,0.63,0
8394,3,106.25,0.89,1.65,10,0.98,1
8395,3,5,0.09,1.76,14,0.47,1
8396,3,95.87,0.68,1.24,13,0.74,0
8397,2,6.86,0.59,1.5,8,0.75,1
8398,0,63.54,0.53,1.07,0,0.66,0
8399,0,88.11,0.44,1.94,0,1,0
8400,1,44.22,0.51,0.98,2,0.59,1
8401,0,56.08,0.49,1.37,3,0.96,0
8402,1,72.05,0.5,2.04,5,0.82,0
8403,0,81.4,0.29,1.33,0,1,0
8404,1,14.86,0.35,1.76,4,0.64,1
8405,3,62.57,0.47,1.09,18,0.66,1
8406,3,48.16,0.17,1.33,22,0.75,0
