borrower_id,age,business_type,years_in_operation,region,annual_revenue,ebitda_margin,cashflow_stability,bank_balance_avg,dti_ratio,dscr,loan_amount,tenure_months,interest_rate,past_delinquencies,dpd_last_6m,repayment_consistency,monthly_inflow,monthly_outflow,default
9489,30,Healthcare,5,South,53.39,12.24,0.82,2.6,0.47,0.74,14.47,48,15.42,0,0,0.86,4.96,11.8,0
9490,37,Construction,0,South,77.98,7.99,0.89,2.97,0.28,2.39,21.73,24,17.75,0,5,0.72,12.04,2.14,0
9491,37,Retail,9,West,74.08,19.29,0.56,0.93,0.6,0.78,21.76,24,15.8,2,7,0.69,11.0,6.12,0
9492,34,Healthcare,4,West,99.94,4.04,0.91,3.09,0.45,1.12,10.7,60,14.02,1,0,0.88,8.21,10.43,0
9493,30,Retail,5,South,57.99,20.13,0.97,0.1,0.27,1.31,10.71,36,19.31,0,10,0.62,7.36,10.68,0
9494,38,Services,5,North,116.35,17.53,0.65,2.9,0.11,1.84,13.73,36,13.79,3,10,0.68,15.03,9.92,0
9495,25,Construction,4,East,85.14,6.75,0.77,1.3,0.39,1.48,3.78,36,14.69,2,14,1.0,4.21,5.09,0
9496,22,Services,6,South,53.34,10.66,0.59,1.46,0.24,1.37,12.59,36,19.16,0,5,0.53,7.23,13.53,0
9497,47,Retail,4,North,82.07,22.57,0.91,1.99,0.48,1.94,15.8,24,22.25,0,11,0.51,7.49,1.11,0
9498,42,Services,3,West,23.23,1.0,0.43,3.23,0.57,1.39,10.32,36,17.56,0,16,0.93,1.0,5.76,0
9499,35,Construction,3,East,41.66,12.26,0.55,5.62,0.05,2.48,4.08,12,14.66,0,0,0.67,2.77,8.63,0
9500,51,Trading,9,West,45.5,9.44,0.83,2.53,0.4,1.25,8.14,24,13.78,1,3,0.69,2.11,17.08,1
9501,32,Manufacturing,5,North,44.33,8.85,0.8,4.51,0.88,0.3,10.81,48,11.83,0,21,0.29,1.2,10.82,0
9502,48,Healthcare,9,Central,75.61,1.0,0.72,0.1,0.48,0.37,2.0,36,19.07,1,17,0.61,7.33,9.63,1
9503,36,Trading,2,South,83.1,11.54,0.84,2.54,0.37,1.14,8.03,24,18.25,1,0,0.54,1.0,4.96,1
9504,24,Retail,3,North,73.51,1.0,0.41,5.47,0.49,0.41,13.64,36,13.49,0,8,0.9,10.84,8.06,0
9505,53,Trading,3,West,31.21,13.53,0.83,2.95,0.61,1.65,14.42,60,13.74,0,11,0.71,1.0,5.15,1
9506,44,Services,4,South,70.39,14.02,0.74,1.29,0.51,1.72,7.34,12,12.12,2,0,0.62,6.48,9.39,1
9507,33,Construction,2,West,86.41,21.14,0.81,2.99,0.14,1.78,6.9,12,12.42,1,4,0.89,5.07,7.63,1
9508,42,Trading,4,South,71.78,20.38,0.64,1.41,0.36,0.93,10.66,24,13.96,0,0,0.76,10.45,1.0,0
9509,30,Trading,5,North,7.68,11.7,0.88,5.7,0.32,1.0,10.29,48,15.2,0,0,0.98,6.31,16.3,0
9510,43,Construction,8,North,20.96,17.79,0.84,2.98,0.52,1.6,16.93,36,19.95,1,2,1.0,7.24,1.0,1
9511,21,Services,0,East,66.76,18.77,0.67,1.14,0.45,0.85,11.59,36,13.2,0,15,0.5,1.0,4.87,0
9512,24,Manufacturing,7,Central,84.9,12.74,0.61,3.22,0.6,1.66,7.89,48,19.8,0,0,0.7,2.53,11.4,0
9513,44,Trading,7,South,20.65,9.56,0.72,6.41,0.2,1.71,2.0,36,15.86,1,2,0.33,15.95,12.13,0
9514,32,Healthcare,2,Central,49.85,21.29,0.55,2.37,0.72,1.58,12.39,24,10.0,0,10,0.58,5.5,3.23,1
9515,37,Retail,2,Central,51.33,13.06,0.65,2.95,0.82,1.14,8.81,36,18.08,0,0,0.84,6.09,3.64,0
9516,21,Services,6,South,19.78,1.0,0.87,1.07,0.11,0.9,8.25,36,10.77,1,6,0.79,1.0,4.82,0
9517,53,Services,3,Central,58.49,14.15,0.59,4.54,0.62,1.67,13.64,60,21.12,0,6,0.94,7.75,9.89,1
9518,46,Trading,9,West,61.82,7.48,0.55,3.02,0.33,1.73,5.26,24,16.9,0,0,0.89,15.45,13.64,0
9519,32,Healthcare,4,East,55.11,26.19,0.92,1.56,0.45,0.62,2.0,36,19.4,0,5,0.41,13.26,12.35,0
9520,30,Construction,1,Central,79.92,6.69,0.76,4.56,0.38,2.15,9.64,12,12.55,1,12,0.85,5.18,1.0,0
9521,45,Trading,1,East,48.81,9.53,0.75,2.39,0.7,0.63,3.01,24,13.65,0,0,0.52,4.07,10.1,0
9522,54,Trading,0,North,71.23,17.95,0.72,5.64,0.41,0.43,11.59,36,15.25,0,0,0.74,4.88,12.92,1
9523,44,Construction,4,West,62.88,29.75,0.58,0.1,0.22,1.42,8.55,24,14.68,0,6,1.0,9.51,8.89,1
9524,56,Retail,4,North,69.85,11.1,0.93,2.95,0.42,1.8,2.96,24,14.15,1,1,0.61,11.68,4.23,0
9525,25,Construction,6,North,35.97,6.16,0.65,2.28,0.05,0.3,6.29,60,10.0,0,2,0.52,6.93,3.56,1
9526,26,Trading,8,South,66.1,6.3,0.39,1.78,0.12,1.49,12.91,36,17.07,1,10,0.46,12.11,6.09,0
9527,23,Manufacturing,5,North,84.92,1.9,0.63,6.02,0.6,1.8,4.64,24,16.04,0,5,0.81,4.57,1.82,1
9528,39,Construction,8,East,78.14,13.09,0.92,3.5,0.46,2.43,2.0,12,19.7,1,0,0.92,8.6,10.11,1
9529,36,Retail,2,East,86.9,14.17,0.68,3.02,0.3,1.64,13.24,48,12.4,0,7,0.4,7.13,9.39,0
9530,33,Construction,0,Central,55.79,3.67,0.9,6.2,0.49,1.49,15.87,36,14.37,0,16,0.51,1.0,6.09,0
9531,43,Construction,7,South,98.08,10.16,0.73,3.23,0.16,2.04,4.54,24,15.98,0,10,0.82,10.57,1.0,1
9532,47,Services,7,West,41.48,9.92,0.62,2.28,0.05,2.16,13.46,24,14.54,2,19,0.56,7.18,4.98,1
9533,21,Services,5,West,42.5,7.78,0.6,3.86,0.46,2.06,16.24,24,13.3,0,7,0.8,14.78,8.65,1
9534,29,Trading,7,South,102.65,15.73,0.86,0.1,0.71,1.25,6.16,24,14.29,0,8,0.55,10.25,17.04,0
9535,43,Trading,0,North,64.02,8.58,0.79,4.1,0.24,0.64,10.6,24,17.55,0,0,0.6,5.5,7.56,0
9536,30,Construction,3,North,77.4,20.87,0.52,2.08,0.41,0.7,11.88,12,16.94,1,0,0.95,9.27,8.78,0
9537,27,Manufacturing,8,Central,5.0,1.8,0.81,0.1,0.59,0.79,11.93,24,18.13,0,0,0.62,1.27,3.17,1
9538,45,Healthcare,4,Central,60.94,11.13,0.66,3.03,0.59,2.04,7.68,48,12.62,0,6,0.64,9.26,9.89,1
9539,22,Trading,6,East,58.38,1.0,0.67,3.5,0.57,0.94,5.44,12,15.95,0,11,1.0,1.57,3.6,1
9540,31,Construction,12,North,67.4,15.43,0.93,6.49,0.23,0.3,14.96,24,12.55,0,2,0.76,9.95,5.6,0
9541,38,Construction,8,South,66.7,10.5,1.0,1.09,0.48,0.51,23.36,24,18.2,0,0,0.86,18.67,6.53,0
9542,29,Healthcare,3,Central,39.92,10.64,0.59,3.33,0.29,1.08,8.55,24,20.34,0,1,0.44,4.56,4.44,0
9543,42,Construction,0,South,123.52,8.61,0.38,3.81,0.24,1.7,9.15,24,15.13,0,18,0.54,14.5,2.88,0
9544,29,Healthcare,7,West,26.44,18.52,0.72,3.43,0.47,1.69,4.54,24,11.4,1,0,0.81,13.52,4.83,1
9545,49,Healthcare,0,South,42.95,18.4,0.86,3.32,0.32,2.09,8.02,24,12.75,2,6,0.61,11.85,18.48,0
9546,33,Construction,2,Central,78.19,14.31,0.66,3.45,0.5,1.44,2.0,48,10.93,0,5,0.77,10.33,9.63,0
9547,41,Construction,2,South,19.86,9.45,0.61,0.44,0.37,0.3,26.44,36,13.85,0,17,0.79,9.0,11.48,0
9548,42,Services,4,South,48.59,13.16,0.55,4.68,0.52,1.67,2.25,60,16.63,0,15,0.75,1.77,11.27,0
9549,28,Healthcare,5,East,73.58,13.69,0.71,5.02,0.68,1.54,6.56,36,13.82,1,2,0.45,1.0,1.0,1
9550,21,Retail,2,South,36.39,10.61,0.49,2.05,0.4,2.12,6.61,36,10.29,1,3,0.59,7.59,3.24,0
9551,38,Healthcare,8,Central,29.99,26.5,0.65,2.52,0.28,1.41,2.4,36,17.05,0,17,0.86,5.24,10.18,1
9552,35,Retail,9,North,63.42,7.76,0.65,1.68,0.65,0.84,18.55,48,10.97,0,11,0.64,17.68,8.6,1
9553,40,Construction,4,Central,55.33,11.93,0.78,0.1,0.6,0.49,11.25,36,19.62,0,2,1.0,5.27,12.18,1
9554,32,Trading,8,West,31.83,9.32,0.83,3.91,0.56,1.2,11.48,24,14.86,0,10,0.71,11.03,1.0,0
9555,30,Manufacturing,2,West,54.79,22.81,0.63,2.6,0.41,1.17,7.58,12,15.42,0,21,0.68,3.18,3.19,0
9556,55,Construction,1,Central,49.92,7.99,0.52,4.14,0.22,1.01,16.53,36,18.79,3,4,0.84,4.93,11.79,1
9557,21,Manufacturing,8,West,80.07,17.63,0.51,3.45,0.55,1.93,7.63,36,20.25,2,17,1.0,1.0,14.76,0
9558,42,Services,5,North,21.56,6.79,0.84,0.9,0.43,1.55,15.25,36,10.66,1,3,0.92,4.14,13.5,0
9559,29,Retail,6,South,25.43,12.7,0.92,2.15,0.37,1.78,2.36,48,10.0,1,0,0.84,1.0,16.44,1
9560,31,Services,10,South,43.09,24.4,0.52,3.43,0.46,2.13,17.31,36,15.89,2,7,0.63,1.0,1.0,0
9561,31,Trading,6,East,42.34,3.14,0.98,0.1,0.36,1.53,6.93,48,18.5,1,4,0.63,16.87,4.61,1
9562,26,Trading,12,South,78.88,6.44,0.98,5.81,0.62,0.46,16.18,48,14.32,0,1,0.67,1.08,6.52,0
9563,40,Healthcare,5,North,54.95,26.56,0.57,3.65,0.49,1.04,5.07,12,19.04,0,15,0.7,1.75,6.42,1
9564,48,Construction,9,North,70.02,18.65,0.68,1.22,0.78,1.17,12.38,36,19.1,0,16,0.52,16.13,9.33,1
9565,39,Healthcare,4,West,93.33,1.0,0.81,1.48,0.71,2.29,14.42,36,22.24,1,0,0.48,15.01,4.0,0
9566,36,Trading,1,South,26.01,8.69,0.69,1.94,0.31,1.25,14.46,36,16.1,1,0,0.28,11.7,6.35,0
9567,25,Trading,7,East,93.63,9.83,0.64,2.6,0.17,2.61,7.93,24,10.0,2,0,1.0,4.64,8.07,0
9568,40,Healthcare,4,South,51.02,16.34,0.86,1.36,0.56,0.99,15.53,48,13.87,1,4,0.69,6.31,21.48,1
9569,56,Services,11,East,5.0,15.95,0.81,3.54,0.47,0.51,4.17,36,18.42,0,8,0.69,10.0,2.24,0
9570,31,Manufacturing,6,East,57.24,13.68,0.57,3.14,0.66,1.71,9.84,12,18.31,0,0,0.57,2.72,10.52,0
9571,31,Retail,7,South,8.62,4.23,0.78,5.2,0.3,1.49,17.21,36,12.73,0,10,0.62,9.3,3.08,0
9572,29,Trading,0,East,10.53,20.51,0.75,0.1,0.24,1.57,14.12,48,15.44,2,10,0.69,13.44,4.37,0
9573,30,Healthcare,7,West,20.29,16.71,0.68,4.76,0.54,1.43,5.86,60,14.23,0,0,0.86,4.54,1.0,1
9574,21,Trading,4,East,47.93,9.3,0.63,5.0,0.74,2.3,26.89,12,12.4,0,9,0.72,1.0,7.24,1
9575,39,Services,2,West,12.61,27.43,0.56,7.34,0.27,1.25,14.56,36,16.97,0,4,0.79,4.9,1.0,0
9576,26,Retail,9,South,88.11,10.34,0.66,6.26,0.43,0.74,18.26,48,13.26,0,6,1.0,12.03,13.4,0
9577,21,Services,1,Central,83.66,17.01,0.63,1.82,0.65,1.08,6.15,24,14.24,0,15,0.63,7.51,3.96,0
9578,42,Manufacturing,6,East,128.12,26.27,0.78,2.86,0.54,1.11,15.29,24,11.58,0,20,0.79,9.3,1.81,0
9579,24,Services,3,South,47.69,12.04,0.9,10.46,0.37,1.26,4.68,48,20.17,0,18,1.0,3.26,13.35,0
9580,31,Retail,5,Central,35.67,8.52,0.64,0.21,0.56,1.16,13.64,12,16.53,0,0,0.84,13.93,5.19,0
9581,49,Retail,4,Central,56.59,16.59,0.74,5.67,0.57,1.95,13.04,24,15.75,0,6,0.58,8.28,1.0,0
9582,21,Trading,4,North,76.06,12.71,0.57,3.92,0.47,1.75,14.02,60,14.18,0,21,0.67,11.73,6.55,0
9583,21,Manufacturing,5,South,88.88,19.97,0.69,3.54,0.42,1.4,2.75,36,14.11,1,2,0.8,21.59,12.01,0
9584,37,Construction,2,West,31.93,16.88,0.8,3.89,0.49,1.77,16.17,48,18.99,0,3,0.72,5.14,12.91,0
9585,46,Trading,8,Central,80.29,18.06,0.68,1.46,0.28,1.63,13.25,48,10.0,2,0,0.77,12.39,14.78,0
9586,21,Healthcare,6,South,80.12,6.88,0.65,3.69,0.41,1.48,8.0,48,17.87,1,3,0.64,6.62,15.12,1
9587,39,Services,2,West,138.84,17.75,0.64,1.07,0.52,2.0,22.53,36,13.55,0,0,0.8,9.47,13.59,0
9588,40,Services,9,West,92.51,4.88,0.75,3.88,0.68,1.89,5.39,24,15.05,0,0,0.83,7.04,16.28,1
9589,21,Retail,7,South,106.35,15.91,0.69,1.63,0.28,1.05,10.41,36,19.82,2,10,0.61,10.79,12.14,0
9590,42,Healthcare,5,West,109.77,15.96,0.57,4.0,0.55,1.79,6.88,24,21.06,0,7,0.59,7.18,7.44,1
9591,43,Retail,0,South,30.27,1.0,0.86,2.0,0.27,1.58,10.64,48,18.58,1,4,0.63,5.7,16.5,1
9592,31,Healthcare,3,West,27.2,19.01,0.61,3.42,0.6,1.52,2.59,36,13.52,1,0,0.58,5.42,8.39,0
9593,47,Retail,0,North,80.03,11.37,0.89,1.0,0.7,1.79,20.5,12,12.91,1,5,0.86,12.56,7.92,1
9594,46,Construction,5,South,39.36,8.52,0.52,0.1,0.23,1.19,2.27,48,21.91,0,1,0.73,5.4,19.31,1
9595,36,Construction,7,East,73.57,11.49,1.0,0.73,0.34,1.94,2.0,36,10.89,0,6,0.62,3.64,6.19,0
9596,30,Trading,2,North,47.92,3.6,0.89,0.77,0.29,1.04,17.32,36,12.45,0,0,0.74,1.84,5.27,0
9597,25,Construction,5,West,62.44,21.97,0.53,5.61,0.42,1.79,13.1,24,16.12,1,7,1.0,10.12,10.69,0
9598,34,Healthcare,7,East,60.1,16.71,0.71,3.26,0.36,1.25,4.51,36,18.97,1,0,0.5,13.53,16.43,0
9599,40,Retail,3,South,71.83,24.58,0.71,1.8,0.65,1.85,10.5,24,13.57,1,0,0.68,6.77,1.0,0
9600,31,Healthcare,6,South,14.65,10.95,0.59,1.07,0.51,1.42,8.96,36,13.39,1,0,0.59,1.0,7.45,0
9601,21,Trading,11,South,11.57,9.97,0.9,1.24,0.52,1.95,21.39,36,12.26,0,15,0.4,2.73,5.65,0
9602,47,Trading,7,North,47.24,17.84,0.83,6.31,0.4,1.43,19.3,36,15.82,0,0,0.78,8.99,6.98,1
9603,36,Manufacturing,1,East,53.58,18.51,0.84,5.99,0.56,0.3,11.21,12,13.95,0,12,0.71,9.88,11.85,0
9604,31,Construction,4,East,100.35,19.73,0.83,2.76,0.68,1.59,12.23,12,11.42,0,10,0.68,1.0,9.73,1
9605,43,Services,7,East,62.97,18.68,0.61,5.2,0.37,1.05,5.53,36,19.08,0,10,0.96,5.63,9.89,1
9606,50,Services,6,East,57.32,22.93,0.76,6.57,0.62,2.04,12.42,12,19.0,2,5,0.64,19.12,2.17,1
9607,21,Manufacturing,1,South,42.51,16.86,0.78,0.34,0.24,1.21,12.33,48,18.47,0,9,0.78,7.72,5.39,0
9608,39,Retail,6,North,65.63,15.45,0.54,3.71,0.94,2.22,14.68,48,12.29,1,0,0.55,10.3,12.18,0
9609,21,Manufacturing,4,South,43.12,21.72,0.63,2.35,0.3,0.98,24.0,24,19.2,1,0,0.74,9.61,12.88,1
9610,39,Retail,3,South,14.51,5.23,0.76,1.54,0.7,0.73,2.0,36,13.93,0,0,0.88,13.86,5.62,0
9611,36,Construction,6,North,82.11,16.93,0.5,4.1,0.31,2.11,8.86,24,15.02,0,16,0.72,15.83,9.24,0
9612,41,Construction,10,North,35.15,7.16,0.73,3.84,0.49,1.46,10.16,24,15.54,0,9,0.84,10.99,6.01,0
9613,30,Trading,2,West,37.26,13.92,0.69,2.06,0.6,0.61,3.78,60,17.35,1,9,0.54,4.91,9.26,0
9614,21,Trading,6,South,7.4,14.8,0.48,3.82,0.63,1.27,2.0,48,15.27,0,4,0.52,8.76,12.0,0
9615,30,Trading,4,West,61.45,5.32,0.82,2.61,0.52,1.93,18.22,60,15.53,1,0,0.88,6.5,1.0,0
9616,39,Trading,6,South,101.31,11.84,0.97,4.46,0.63,1.75,7.77,12,12.97,0,0,0.83,11.92,11.43,0
9617,45,Services,5,North,5.0,13.2,0.66,3.8,0.16,1.48,12.76,24,15.17,0,7,0.92,3.63,9.35,0
9618,23,Trading,3,North,5.0,13.43,0.62,5.14,0.47,2.09,15.06,12,12.9,1,3,0.83,8.69,1.98,0
9619,45,Trading,3,South,62.14,16.84,0.73,7.02,0.73,0.86,4.64,36,14.2,0,0,0.93,1.87,12.12,0
9620,28,Trading,6,North,57.98,14.73,0.79,0.53,0.62,2.05,2.0,36,19.96,0,5,0.45,2.26,13.13,0
9621,38,Retail,5,South,35.79,13.53,0.53,5.46,0.43,1.35,17.45,36,15.76,1,11,0.61,8.7,10.0,0
9622,29,Healthcare,6,North,33.41,12.1,0.79,1.89,0.49,1.34,18.47,60,17.01,0,0,0.6,1.0,6.31,0
9623,36,Trading,0,South,58.76,10.13,0.71,1.53,0.3,1.74,15.85,36,15.71,1,12,0.64,1.0,11.47,1
9624,43,Manufacturing,8,Central,5.0,13.87,0.45,5.99,0.05,1.53,2.0,36,19.75,0,6,0.79,4.34,6.67,0
9625,22,Trading,9,South,10.85,4.97,0.62,2.19,0.62,1.72,15.75,24,10.0,0,4,0.36,15.62,1.58,0
9626,28,Trading,5,Central,19.72,9.91,0.7,0.1,0.55,1.76,2.0,48,15.31,0,0,0.73,9.46,11.78,0
9627,36,Services,6,North,38.28,12.03,0.64,0.1,0.51,1.33,27.65,24,16.11,1,0,0.55,7.44,1.91,0
9628,59,Healthcare,7,West,39.09,2.74,0.74,3.82,0.12,1.51,3.66,24,16.42,0,10,0.98,13.33,9.62,0
9629,26,Trading,4,East,5.0,16.33,0.7,2.22,0.4,1.34,17.45,24,13.72,1,4,0.83,1.0,2.91,0
9630,55,Healthcare,5,West,10.99,10.54,0.6,2.46,0.12,1.07,4.25,36,13.67,0,18,0.76,14.24,6.13,0
9631,55,Retail,6,South,67.29,11.35,0.93,2.8,0.05,2.07,7.41,12,16.96,1,4,0.76,15.04,7.31,0
9632,34,Construction,3,South,65.22,13.04,0.46,0.73,0.32,0.56,4.34,24,24.05,0,17,0.46,1.0,4.79,1
9633,32,Healthcare,5,East,75.95,5.18,0.59,5.48,0.79,2.23,12.76,36,13.44,0,0,0.9,1.0,9.26,0
9634,28,Healthcare,0,South,65.72,12.58,0.84,5.46,0.52,1.34,7.79,36,18.42,0,14,0.58,17.91,16.11,0
9635,34,Trading,3,West,46.85,8.98,0.79,7.4,0.39,1.58,7.5,24,11.78,0,2,0.68,6.45,1.53,0
9636,21,Trading,9,Central,20.79,17.14,0.69,1.39,0.37,2.08,7.92,36,10.0,0,11,0.78,8.71,11.87,0
9637,34,Trading,6,West,20.41,16.35,0.93,2.17,0.34,1.57,13.83,48,12.3,2,0,0.72,1.0,13.49,0
9638,49,Services,2,South,24.54,6.95,0.58,1.63,0.7,1.27,6.6,48,15.89,1,11,0.33,13.21,4.31,1
9639,28,Construction,1,South,74.69,11.48,0.82,2.66,0.45,1.84,4.52,60,17.17,0,0,0.88,12.46,10.52,0
9640,32,Services,12,South,65.86,4.83,0.49,5.07,0.77,1.01,9.9,60,11.9,1,0,0.85,1.0,10.99,0
9641,21,Services,2,West,21.02,7.32,0.68,1.41,0.45,2.86,11.6,48,15.08,0,9,0.86,7.91,3.89,0
9642,38,Services,3,West,61.36,13.01,0.75,2.32,0.85,1.61,11.49,36,12.93,0,12,0.9,11.52,7.46,0
9643,37,Retail,6,North,68.82,16.88,0.78,4.58,0.65,1.52,2.0,48,11.06,0,6,0.94,1.0,1.81,0
9644,35,Construction,2,South,65.37,10.46,0.62,0.98,0.44,0.81,21.61,60,10.93,0,22,0.67,4.56,6.29,1
9645,32,Retail,6,South,76.84,9.76,0.52,3.68,0.29,1.29,12.34,36,17.34,0,1,0.59,13.67,8.41,1
9646,32,Retail,5,Central,51.5,16.45,0.97,2.73,0.51,2.01,13.87,24,10.57,0,0,0.95,4.93,6.81,0
9647,40,Construction,1,South,42.09,14.62,0.7,6.63,0.23,0.81,2.86,36,17.61,0,4,0.5,6.53,11.12,0
9648,34,Retail,5,North,52.21,3.39,0.55,8.12,0.49,0.95,9.52,48,18.74,0,2,0.68,14.83,13.29,1
9649,38,Construction,5,South,80.46,10.81,0.62,4.1,0.81,0.58,2.0,24,10.0,0,15,0.69,7.05,5.59,1
9650,37,Healthcare,1,South,72.76,10.19,0.84,4.14,0.63,1.31,2.0,24,17.68,1,11,0.59,9.99,1.65,1
9651,46,Healthcare,6,Central,52.83,9.25,0.88,3.54,0.36,1.33,3.78,36,13.54,0,3,0.83,4.31,14.63,0
9652,41,Trading,7,South,84.44,8.87,0.61,3.23,0.37,0.3,12.17,60,13.03,0,0,0.62,3.5,1.0,0
9653,36,Services,1,West,105.72,15.36,1.0,4.77,0.54,1.53,24.28,24,14.47,0,14,0.58,14.04,13.29,0
9654,50,Healthcare,6,North,126.77,4.49,0.62,3.35,0.36,1.28,11.55,36,14.5,1,9,0.9,1.08,6.51,0
9655,39,Healthcare,5,West,126.35,18.8,0.61,6.18,0.54,1.82,13.27,36,14.85,0,0,0.57,9.33,4.69,0
9656,48,Retail,3,East,146.46,11.78,0.59,2.64,0.34,1.69,5.77,36,11.34,0,0,0.54,1.0,4.3,0
9657,41,Construction,4,South,90.47,11.95,0.57,4.14,0.31,1.41,7.01,12,17.0,0,12,0.51,14.53,1.78,0
9658,21,Manufacturing,6,South,5.0,22.41,0.74,2.14,0.33,1.97,2.0,12,18.99,0,4,0.57,9.3,16.75,0
9659,48,Retail,3,South,56.37,17.34,0.62,5.63,0.63,1.52,13.09,24,14.96,1,11,0.77,8.22,3.29,0
9660,36,Retail,6,North,5.97,8.9,0.56,1.28,0.51,1.87,17.06,24,15.59,0,6,0.7,6.51,2.48,0
9661,34,Construction,2,West,100.29,13.41,0.63,3.61,0.55,1.36,9.49,12,14.42,0,5,0.62,16.34,1.0,1
9662,37,Manufacturing,2,Central,40.61,8.73,0.84,2.76,0.79,1.66,12.27,36,14.45,0,0,1.0,6.93,4.95,0
9663,31,Manufacturing,1,South,63.42,12.51,0.4,3.24,0.35,1.08,9.59,36,15.19,0,0,0.92,9.92,2.05,0
9664,37,Trading,0,East,45.62,5.99,0.79,0.25,0.16,2.0,21.09,36,14.16,0,9,0.59,10.28,4.53,1
9665,29,Retail,5,South,103.95,10.66,0.56,4.54,0.52,1.75,7.86,36,21.32,0,7,0.72,8.43,11.54,0
9666,47,Services,0,South,14.44,14.06,0.91,0.1,0.53,2.25,8.92,48,16.02,0,0,0.73,3.26,1.0,0
9667,33,Healthcare,5,West,71.21,10.63,0.97,3.04,0.53,0.75,5.9,36,16.2,1,7,0.73,6.74,2.57,0
9668,31,Retail,4,Central,18.71,8.4,0.66,0.1,0.39,2.54,12.7,60,12.71,0,0,0.72,3.88,4.14,0
9669,25,Services,10,South,5.0,22.65,0.96,2.28,0.62,0.97,15.27,36,18.94,1,0,0.59,1.0,8.16,0
9670,37,Services,6,South,55.63,10.97,0.59,2.02,0.65,0.47,10.82,48,14.44,1,0,0.74,2.42,1.6,1
9671,36,Construction,6,West,13.27,6.93,0.51,2.27,0.67,1.86,11.23,12,11.49,0,0,0.86,1.0,7.42,0
9672,38,Retail,2,East,5.15,10.88,0.45,7.04,0.5,1.78,5.95,60,13.34,0,11,0.7,14.02,1.37,0
9673,24,Construction,3,East,5.0,12.09,0.47,4.53,0.38,0.82,2.0,12,20.03,1,7,0.72,3.45,3.98,1
9674,21,Trading,3,South,38.33,15.64,0.7,2.99,0.55,1.45,21.22,60,16.1,2,2,1.0,13.38,2.48,1
9675,41,Services,4,West,78.0,13.13,0.53,3.53,0.35,1.96,16.13,36,13.59,0,4,0.84,7.17,5.12,0
9676,49,Manufacturing,3,North,6.16,11.71,1.0,0.1,0.54,1.14,6.42,48,11.55,0,2,0.83,15.81,2.77,1
9677,24,Services,6,West,82.44,13.43,0.62,0.1,0.6,1.27,13.56,24,22.05,3,0,1.0,1.0,1.37,1
9678,50,Trading,3,South,33.86,25.2,0.59,5.87,0.41,1.67,14.4,36,14.26,2,0,0.46,15.73,1.0,1
9679,37,Services,8,South,18.07,7.21,0.62,3.5,0.33,1.37,10.91,36,14.54,1,0,0.66,4.85,4.73,1
9680,34,Construction,2,Central,86.42,6.98,0.77,5.46,0.1,1.33,19.13,24,10.0,2,1,0.64,1.15,8.44,0
9681,31,Retail,7,West,78.92,19.86,0.78,3.57,0.78,1.21,2.0,36,16.01,0,0,0.76,6.2,6.99,0
9682,21,Manufacturing,10,South,74.4,7.68,0.85,3.51,0.08,2.0,12.78,36,12.01,0,11,0.85,7.76,5.31,0
9683,44,Construction,10,East,56.95,9.04,0.74,2.81,0.48,1.6,2.07,36,14.62,1,19,0.91,6.59,5.53,0
9684,27,Healthcare,2,West,17.83,15.04,0.9,6.19,0.7,1.01,11.57,24,16.51,0,19,0.59,5.48,5.29,0
9685,27,Retail,8,North,87.26,8.76,0.71,1.91,0.21,1.62,14.29,12,19.33,1,11,0.96,5.08,12.25,1
9686,44,Manufacturing,0,North,50.86,18.08,0.74,4.29,0.85,1.94,4.52,24,16.05,0,0,0.68,6.92,9.37,0
9687,21,Trading,0,North,54.06,8.62,0.76,3.46,0.65,1.66,14.0,60,14.73,0,1,0.31,4.09,9.38,0
9688,21,Services,6,South,61.79,8.68,0.69,5.59,0.13,1.61,2.0,12,18.69,0,2,0.79,8.92,2.9,0
9689,34,Manufacturing,6,Central,79.74,21.34,0.7,7.11,0.46,1.87,8.01,36,15.72,0,13,0.57,5.83,5.95,0
9690,37,Healthcare,6,West,5.0,10.72,0.58,0.1,0.73,0.85,6.72,36,16.84,1,3,0.99,1.0,9.95,0
9691,39,Trading,3,East,48.73,4.71,0.48,1.02,0.38,1.69,15.13,36,19.3,0,7,0.44,5.93,9.63,0
9692,31,Retail,1,West,36.39,26.58,0.88,4.92,0.58,1.85,18.92,12,12.1,0,10,0.88,5.42,8.42,0
9693,60,Manufacturing,0,West,94.52,12.26,0.67,3.28,0.53,1.36,12.74,36,16.27,0,0,0.51,7.49,1.0,0
9694,32,Trading,2,South,102.04,10.01,0.58,4.0,0.63,1.4,2.0,24,17.56,1,6,0.77,1.64,13.24,0
9695,32,Retail,6,West,58.79,8.0,0.74,1.65,0.31,1.27,17.72,48,13.02,0,7,0.93,8.86,10.25,0
9696,27,Construction,7,West,10.6,13.74,0.9,3.03,0.12,1.04,6.7,36,20.08,0,8,0.92,3.88,8.81,1
9697,36,Services,5,South,32.28,13.5,0.82,0.1,0.56,1.18,20.33,60,16.26,2,0,0.95,9.92,1.96,0
9698,41,Trading,5,West,5.0,23.64,0.84,1.12,0.72,1.18,2.88,12,18.35,0,13,0.66,9.31,3.83,0
9699,47,Construction,10,South,80.47,10.72,0.55,5.95,0.4,1.31,10.28,36,12.61,0,6,0.56,8.66,4.25,1
